source_id,pyxis_oid,parallax,parallax_error,ra,dec,phot_g_mean_mag,pmra,pmra_error,pmdec,pmdec_error,ang_sep
5623058599400139136,1,1.9543869005168564,0.034067225,137.1164805575523,-37.34819990859002,16.160257,-10.606442565147468,0.033588853,8.766672633029632,0.038934328,5.113467148132034E-5
5623098972094126464,2,-0.21648665817279397,0.1729109,136.90805486792846,-37.348700636708394,17.173647,-4.293015953200326,0.15299949,1.9309331707628192,0.20153293,2.2000902936140017E-5
5623057912201653376,3,0.5854990081053628,0.24135858,136.9838200876753,-37.348454756491,19.428204,-5.665458401501076,0.20728195,5.504813285495035,0.27529368,3.8347118728380606E-5
5623057186352324096,4,0.27150842057131264,0.15832736,137.09183131258447,-37.34817427808857,18.828959,-1.7404067738476798,0.15285891,1.4937374736875886,0.16576044,1.2381124004167537E-5
5623057907906833280,5,0.20770353177987658,0.21331738,136.97257065965564,-37.34845633373851,19.196047,-3.940311311883831,0.17763512,1.474921337059297,0.23398128,1.328715826623509E-5
5623057701746271616,6,1.0582967546847986,0.70478314,136.98740840139988,-37.34843380073682,20.599016,-1.29484962717556,0.61052966,1.7440834633209694,0.7830082,2.254113976389408E-5
5623099143894356224,7,0.16637507103182325,0.38189432,136.89672867962244,-37.348559255475884,19.511751,1.758891194466915,0.31573963,-3.6474382459842056,0.4094075,4.7023990761259384E-5
5623057736106011008,8,0.446914685757901,0.08132322,137.00354156387553,-37.348083874504276,17.686485,-0.05651141292601386,0.07802435,-0.47974318953413964,0.10453863,8.6342056437063E-6
5623057877845990144,9,0.48099566451976633,0.028067822,136.9593904152358,-37.34794503218236,15.659917,-8.219490081212232,0.02498617,6.664905025494692,0.03282589,6.0290333509128436E-5
5623058599396105088,10,-0.5714716566606148,0.48261252,137.1169390447134,-37.347456228418984,20.329641,-3.447811400256257,0.44613355,2.171649369972434,0.51199996,1.9400850462331954E-5
5623057358151016320,11,0.48439617462892576,0.12016413,137.0689594400187,-37.3475731060675,18.47189,-4.440405647370561,0.11593886,2.4994374207938703,0.1338905,2.7092142112151837E-5
5623057912201656192,12,0.6571189272816635,0.40059137,136.981843627758,-37.34771334465097,19.949142,-6.429422899425941,0.34823015,6.2889133812505404,0.48306638,4.579719455730253E-5
5623055640164100480,13,-1.043349865918724,0.2779551,137.12102848443703,-37.34735830427353,15.415751,-2.0302690926890397,0.26970688,-5.9766116514502965,0.2976833,2.8760406448593832E-5
5623058595101598336,14,0.2855338563401935,0.22874139,137.11082365605517,-37.34732997908092,19.392677,-5.269639739264828,0.21712548,4.196178037932695,0.244608,2.6823199971978223E-5
5623057190646894976,15,1.049931491914633,0.47731492,137.09026067919638,-37.34736549121938,20.212132,-2.4032083771441797,0.42059946,2.5114999687215036,0.50235796,1.3326107392992064E-5
5623055678818303104,17,0.8247673878182151,0.08414238,137.1337985032882,-37.34696612622044,17.795967,-3.118749070314232,0.0835447,5.760434658747299,0.100802414,2.0315452678919222E-5
5623055678822371072,18,0.3414867929009164,0.10047287,137.12777371285324,-37.34681806386842,18.101103,-4.1359522286050625,0.099692464,2.8318866858737706,0.10847833,1.2581951976947463E-5
